X,y
0.0,-1.1954720655218536
0.10101010101010101,-2.1514483665433684
0.20202020202020202,-3.4993394554534354
0.30303030303030304,1.6795378075312688
0.40404040404040403,2.654130787514057
0.5050505050505051,-3.3972753272973426
0.6060606060606061,4.062500714712467
0.7070707070707071,0.368731902076979
0.8080808080808081,-0.8736500406056653
0.9090909090909091,0.243921315749283
1.0101010101010102,1.2835320355199829
1.1111111111111112,1.3979680532155088
1.2121212121212122,4.0856782201364314
1.3131313131313131,1.8723064858791327
1.4141414141414141,1.405720908247927
1.5151515151515151,4.206054693116286
1.6161616161616161,1.0670559452946478
1.7171717171717171,4.986373803273667
1.8181818181818181,3.3212662337930885
1.9191919191919191,4.015209008305903
2.0202020202020203,3.5641918371791976
2.121212121212121,5.149907973915342
2.2222222222222223,6.570195167970208
2.323232323232323,4.248123050156885
2.4242424242424243,3.507675536765222
2.525252525252525,3.305281273571702
2.6262626262626263,9.784327874951344
2.727272727272727,7.964788106919082
2.8282828282828283,3.5524310527887697
2.929292929292929,2.874241737660157
3.0303030303030303,6.85407592859449
3.131313131313131,9.58223522338043
3.2323232323232323,7.693435570289893
3.3333333333333335,6.34384266611301
3.4343434343434343,7.043033881285109
3.5353535353535355,9.01076793044496
3.6363636363636362,10.585136963762631
3.7373737373737375,8.696306389596753
3.8383838383838382,9.632556733465437
3.9393939393939394,6.543985987270479
4.040404040404041,10.324565645049917
4.141414141414141,8.468589523414767
4.242424242424242,10.835879790844913
4.343434343434343,12.222801177410158
4.444444444444445,10.87649431733147
4.545454545454545,8.432932953088592
4.646464646464646,7.86315729556125
4.747474747474747,7.842910412346379
4.848484848484849,11.934656565556493
4.94949494949495,11.975619781692606
5.05050505050505,11.868657128951376
5.151515151515151,11.059412093251805
5.252525252525253,10.295746363649508
5.353535353535354,13.585294591003699
5.454545454545454,10.808084680832552
5.555555555555555,10.187087181590988
5.656565656565657,15.434153837563997
5.757575757575758,14.129055066438223
5.858585858585858,12.886223457029354
5.959595959595959,15.47340447943208
6.0606060606060606,14.90959908360439
6.161616161616162,15.379087433536816
6.262626262626262,15.207787275399637
6.363636363636363,14.625587825611666
6.4646464646464645,12.327153204166091
6.565656565656566,15.78922016188449
6.666666666666667,14.796539888222114
6.767676767676767,19.261205734500194
6.8686868686868685,13.417505508938202
6.96969696969697,14.721515408854128
7.070707070707071,17.461197790242338
7.171717171717171,20.087229017360997
7.2727272727272725,17.518023771308115
7.373737373737374,13.599520765874528
7.474747474747475,16.526015940136507
7.575757575757575,17.379515059694842
7.6767676767676765,20.353437765975553
7.777777777777778,18.420476950680385
7.878787878787879,20.664746897810616
7.979797979797979,19.811557610242293
8.080808080808081,19.762388020666833
8.181818181818182,19.775137034897007
8.282828282828282,19.912639286803753
8.383838383838384,17.77896376767464
8.484848484848484,21.56223889546029
8.585858585858587,20.596070515232892
8.686868686868687,19.64754724585444
8.787878787878787,23.527430346205392
8.88888888888889,22.030397612942913
8.98989898989899,20.947079767179908
9.09090909090909,21.997906205929752
9.191919191919192,19.535878741251928
9.292929292929292,24.63546671299251
9.393939393939394,24.158136488050975
9.494949494949495,24.872609139597717
9.595959595959595,23.278439169751024
9.696969696969697,21.755241251398758
9.797979797979798,21.28573500942867
9.8989898989899,24.934615736288816
10.0,22.51720037189952
