X,y
0.0,-0.6012235570307323
0.10101010101010101,-0.33488729274337553
0.20202020202020202,-1.0631725516038697
0.30303030303030304,-2.2777620169478707
0.40404040404040403,4.020661888415761
0.5050505050505051,0.49221762188376694
0.6060606060606061,4.501384441787725
0.7070707070707071,0.5583127780534667
0.8080808080808081,-1.8405171682461359
0.9090909090909091,0.9970850855093255
1.0101010101010102,-1.1299237165338663
1.1111111111111112,0.3919617345779405
1.2121212121212122,2.746724182035701
1.3131313131313131,3.8804002823777837
1.4141414141414141,5.103170520836949
1.5151515151515151,5.7977124368332476
1.6161616161616161,0.4460107010222094
1.7171717171717171,0.2238244516729293
1.8181818181818181,-0.42016657089106246
1.9191919191919191,5.50379249515416
2.0202020202020203,6.308369056647285
2.121212121212121,3.9613335192060832
2.2222222222222223,1.9591003433116048
2.323232323232323,4.187065269231049
2.4242424242424243,5.1414936613850974
2.525252525252525,5.050849323090039
2.6262626262626263,6.044205858141085
2.727272727272727,4.614753525713082
2.8282828282828283,8.8253843595231
2.929292929292929,3.935671596983407
3.0303030303030303,8.17248283098552
3.131313131313131,7.034245938052887
3.2323232323232323,5.245315964448641
3.3333333333333335,9.36051640471107
3.4343434343434343,6.423517720843292
3.5353535353535355,5.956273351988242
3.6363636363636362,6.54939879389027
3.7373737373737375,9.997759799296619
3.8383838383838382,9.780028345674566
3.9393939393939394,8.180598941900042
4.040404040404041,7.40403990654055
4.141414141414141,10.693672623493692
4.242424242424242,9.73287302901084
4.343434343434343,9.479059566219306
4.444444444444445,6.979625305577981
4.545454545454545,8.561805093117009
4.646464646464646,11.58166215528187
4.747474747474747,11.194571416751257
4.848484848484849,11.128113334570587
4.94949494949495,15.46574410159126
5.05050505050505,13.731169378711137
5.151515151515151,11.893601972406495
5.252525252525253,11.894078584058988
5.353535353535354,12.93748668402888
5.454545454545454,12.188927862667722
5.555555555555555,13.616877056345757
5.656565656565657,15.357659343484162
5.757575757575758,14.752022515953335
5.858585858585858,15.982098484143837
5.959595959595959,17.77158342036912
6.0606060606060606,12.541979458842372
6.161616161616162,18.097782696945426
6.262626262626262,13.89692014715556
6.363636363636363,13.849389497759212
6.4646464646464645,13.972444298875793
6.565656565656566,20.216656073407705
6.666666666666667,16.079909623049424
6.767676767676767,17.223815427889107
6.8686868686868685,17.3520898045983
6.96969696969697,15.762913836670295
7.070707070707071,13.723193787411399
7.171717171717171,19.138467249480307
7.2727272727272725,17.72843477961283
7.373737373737374,16.508563922822447
7.474747474747475,14.991368074345534
7.575757575757575,18.80726533117823
7.6767676767676765,15.75670584455098
7.777777777777778,17.346201499857536
7.878787878787879,19.082204482778824
7.979797979797979,20.010460976912093
8.080808080808081,22.74856843003354
8.181818181818182,21.57204928002656
8.282828282828282,20.45013546164634
8.383838383838384,19.40064079320458
8.484848484848484,17.863114068207555
8.585858585858587,20.50938399600673
8.686868686868687,22.09103774944533
8.787878787878787,26.583275937837772
8.88888888888889,20.32669032683724
8.98989898989899,24.352937367687392
9.09090909090909,19.9510539643451
9.191919191919192,20.308077756793445
9.292929292929292,21.463561935044716
9.393939393939394,22.77092284349766
9.494949494949495,21.189330374827883
9.595959595959595,23.015437804251782
9.696969696969697,27.361375234298546
9.797979797979798,25.557103248656077
9.8989898989899,27.267684222271726
10.0,23.912231762975118
